InputStoryid	rightanswer	wronganswer
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	always	nachos
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	always	reached
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	always	bar
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	felt	starved
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	felt	order
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	felt	nachos
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	felt	reached
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	felt	bar
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	dumplings	starved
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	dumplings	order
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	dumplings	nachos
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	dumplings	reached
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	dumplings	bar
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	good	starved
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	good	order
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	good	nachos
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	good	reached
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	good	bar
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	deal	starved
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	deal	order
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	deal	nachos
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	deal	reached
3e6a0650-c9ca-4b65-8f42-08f262dfbe0c	deal	bar
3e98985d-c043-4a66-8066-2ad57fe2063b	called	called
3e98985d-c043-4a66-8066-2ad57fe2063b	called	restaurant
3e98985d-c043-4a66-8066-2ad57fe2063b	called	complimented
3e98985d-c043-4a66-8066-2ad57fe2063b	called	service
3e98985d-c043-4a66-8066-2ad57fe2063b	restaurant	called
3e98985d-c043-4a66-8066-2ad57fe2063b	restaurant	restaurant
3e98985d-c043-4a66-8066-2ad57fe2063b	restaurant	complimented
3e98985d-c043-4a66-8066-2ad57fe2063b	restaurant	service
3e98985d-c043-4a66-8066-2ad57fe2063b	complained	called
3e98985d-c043-4a66-8066-2ad57fe2063b	complained	restaurant
3e98985d-c043-4a66-8066-2ad57fe2063b	complained	complimented
3e98985d-c043-4a66-8066-2ad57fe2063b	complained	service
3ea721b1-70dd-4222-b25d-4273e80ae312	got	told
3ea721b1-70dd-4222-b25d-4273e80ae312	got	agent
3ea721b1-70dd-4222-b25d-4273e80ae312	got	leave
3ea721b1-70dd-4222-b25d-4273e80ae312	got	alone
3ea721b1-70dd-4222-b25d-4273e80ae312	cozy	told
3ea721b1-70dd-4222-b25d-4273e80ae312	cozy	agent
3ea721b1-70dd-4222-b25d-4273e80ae312	cozy	leave
3ea721b1-70dd-4222-b25d-4273e80ae312	cozy	alone
3ea721b1-70dd-4222-b25d-4273e80ae312	agent	told
3ea721b1-70dd-4222-b25d-4273e80ae312	agent	agent
3ea721b1-70dd-4222-b25d-4273e80ae312	agent	leave
3ea721b1-70dd-4222-b25d-4273e80ae312	agent	alone
3ec83479-8648-4e67-a32d-17aebf17ac2e	relaxes	realizes
3ec83479-8648-4e67-a32d-17aebf17ac2e	relaxes	hates
3ec83479-8648-4e67-a32d-17aebf17ac2e	relaxes	friends
3ec83479-8648-4e67-a32d-17aebf17ac2e	home	realizes
3ec83479-8648-4e67-a32d-17aebf17ac2e	home	hates
3ec83479-8648-4e67-a32d-17aebf17ac2e	home	friends
3ec83479-8648-4e67-a32d-17aebf17ac2e	falls	realizes
3ec83479-8648-4e67-a32d-17aebf17ac2e	falls	hates
3ec83479-8648-4e67-a32d-17aebf17ac2e	falls	friends
3ec83479-8648-4e67-a32d-17aebf17ac2e	asleep	realizes
3ec83479-8648-4e67-a32d-17aebf17ac2e	asleep	hates
3ec83479-8648-4e67-a32d-17aebf17ac2e	asleep	friends
3ed15080-04ee-4b32-a95d-12dfed45da3f	made	decided
3ed15080-04ee-4b32-a95d-12dfed45da3f	made	time
3ed15080-04ee-4b32-a95d-12dfed45da3f	made	get
3ed15080-04ee-4b32-a95d-12dfed45da3f	made	new
3ed15080-04ee-4b32-a95d-12dfed45da3f	made	dog
3ed15080-04ee-4b32-a95d-12dfed45da3f	home	decided
3ed15080-04ee-4b32-a95d-12dfed45da3f	home	time
3ed15080-04ee-4b32-a95d-12dfed45da3f	home	get
3ed15080-04ee-4b32-a95d-12dfed45da3f	home	new
3ed15080-04ee-4b32-a95d-12dfed45da3f	home	dog
3ed15080-04ee-4b32-a95d-12dfed45da3f	safely	decided
3ed15080-04ee-4b32-a95d-12dfed45da3f	safely	time
3ed15080-04ee-4b32-a95d-12dfed45da3f	safely	get
3ed15080-04ee-4b32-a95d-12dfed45da3f	safely	new
3ed15080-04ee-4b32-a95d-12dfed45da3f	safely	dog
3edd4e2a-fbde-49fa-bec2-c935cd84946f	began	immediately
3edd4e2a-fbde-49fa-bec2-c935cd84946f	began	removed
3edd4e2a-fbde-49fa-bec2-c935cd84946f	began	photos
3edd4e2a-fbde-49fa-bec2-c935cd84946f	began	facebook
3edd4e2a-fbde-49fa-bec2-c935cd84946f	asking	immediately
3edd4e2a-fbde-49fa-bec2-c935cd84946f	asking	removed
3edd4e2a-fbde-49fa-bec2-c935cd84946f	asking	photos
3edd4e2a-fbde-49fa-bec2-c935cd84946f	asking	facebook
3edd4e2a-fbde-49fa-bec2-c935cd84946f	make	immediately
3edd4e2a-fbde-49fa-bec2-c935cd84946f	make	removed
3edd4e2a-fbde-49fa-bec2-c935cd84946f	make	photos
3edd4e2a-fbde-49fa-bec2-c935cd84946f	make	facebook
3edd4e2a-fbde-49fa-bec2-c935cd84946f	necklaces	immediately
3edd4e2a-fbde-49fa-bec2-c935cd84946f	necklaces	removed
3edd4e2a-fbde-49fa-bec2-c935cd84946f	necklaces	photos
3edd4e2a-fbde-49fa-bec2-c935cd84946f	necklaces	facebook
3ef628ad-9066-4712-bd4f-aa47ccfcc117	hopefully	decided
3ef628ad-9066-4712-bd4f-aa47ccfcc117	hopefully	jump
3ef628ad-9066-4712-bd4f-aa47ccfcc117	hopefully	rope
3ef628ad-9066-4712-bd4f-aa47ccfcc117	hopefully	final
3ef628ad-9066-4712-bd4f-aa47ccfcc117	hopefully	test
3ef628ad-9066-4712-bd4f-aa47ccfcc117	able	decided
3ef628ad-9066-4712-bd4f-aa47ccfcc117	able	jump
3ef628ad-9066-4712-bd4f-aa47ccfcc117	able	rope
3ef628ad-9066-4712-bd4f-aa47ccfcc117	able	final
3ef628ad-9066-4712-bd4f-aa47ccfcc117	able	test
3ef628ad-9066-4712-bd4f-aa47ccfcc117	get	decided
3ef628ad-9066-4712-bd4f-aa47ccfcc117	get	jump
3ef628ad-9066-4712-bd4f-aa47ccfcc117	get	rope
3ef628ad-9066-4712-bd4f-aa47ccfcc117	get	final
3ef628ad-9066-4712-bd4f-aa47ccfcc117	get	test
3ef628ad-9066-4712-bd4f-aa47ccfcc117	exam	decided
3ef628ad-9066-4712-bd4f-aa47ccfcc117	exam	jump
3ef628ad-9066-4712-bd4f-aa47ccfcc117	exam	rope
3ef628ad-9066-4712-bd4f-aa47ccfcc117	exam	final
3ef628ad-9066-4712-bd4f-aa47ccfcc117	exam	test
3f01b38e-acfc-4869-81ff-72aacca3364f	gave	find
3f01b38e-acfc-4869-81ff-72aacca3364f	gave	food
3f01b38e-acfc-4869-81ff-72aacca3364f	gave	tempting
3f01b38e-acfc-4869-81ff-72aacca3364f	accepted	find
3f01b38e-acfc-4869-81ff-72aacca3364f	accepted	food
3f01b38e-acfc-4869-81ff-72aacca3364f	accepted	tempting
3f01b38e-acfc-4869-81ff-72aacca3364f	food	find
3f01b38e-acfc-4869-81ff-72aacca3364f	food	food
3f01b38e-acfc-4869-81ff-72aacca3364f	food	tempting
3f01b38e-acfc-4869-81ff-72aacca3364f	since	find
3f01b38e-acfc-4869-81ff-72aacca3364f	since	food
3f01b38e-acfc-4869-81ff-72aacca3364f	since	tempting
3f01b38e-acfc-4869-81ff-72aacca3364f	hungry	find
3f01b38e-acfc-4869-81ff-72aacca3364f	hungry	food
3f01b38e-acfc-4869-81ff-72aacca3364f	hungry	tempting
3f076ec0-6985-418d-bb75-45b437aceca0	opens	aris
3f076ec0-6985-418d-bb75-45b437aceca0	opens	pickles
3f076ec0-6985-418d-bb75-45b437aceca0	opens	sweet
3f076ec0-6985-418d-bb75-45b437aceca0	jar	aris
3f076ec0-6985-418d-bb75-45b437aceca0	jar	pickles
3f076ec0-6985-418d-bb75-45b437aceca0	jar	sweet
3f076ec0-6985-418d-bb75-45b437aceca0	find	aris
3f076ec0-6985-418d-bb75-45b437aceca0	find	pickles
3f076ec0-6985-418d-bb75-45b437aceca0	find	sweet
3f076ec0-6985-418d-bb75-45b437aceca0	perfect	aris
3f076ec0-6985-418d-bb75-45b437aceca0	perfect	pickles
3f076ec0-6985-418d-bb75-45b437aceca0	perfect	sweet
3f076ec0-6985-418d-bb75-45b437aceca0	pickles	aris
3f076ec0-6985-418d-bb75-45b437aceca0	pickles	pickles
3f076ec0-6985-418d-bb75-45b437aceca0	pickles	sweet
3f10da40-53ee-4635-86b0-dd9527653237	finished	deleted
3f10da40-53ee-4635-86b0-dd9527653237	finished	hard
3f10da40-53ee-4635-86b0-dd9527653237	finished	drive
3f10da40-53ee-4635-86b0-dd9527653237	manuscript	deleted
3f10da40-53ee-4635-86b0-dd9527653237	manuscript	hard
3f10da40-53ee-4635-86b0-dd9527653237	manuscript	drive
3f10da40-53ee-4635-86b0-dd9527653237	celebrated	deleted
3f10da40-53ee-4635-86b0-dd9527653237	celebrated	hard
3f10da40-53ee-4635-86b0-dd9527653237	celebrated	drive
3f1baa04-395f-41c3-91c1-1356b0b69d5d	get	phone
3f1baa04-395f-41c3-91c1-1356b0b69d5d	get	damaged
3f1baa04-395f-41c3-91c1-1356b0b69d5d	new	phone
3f1baa04-395f-41c3-91c1-1356b0b69d5d	new	damaged
3f1baa04-395f-41c3-91c1-1356b0b69d5d	phone	phone
3f1baa04-395f-41c3-91c1-1356b0b69d5d	phone	damaged
3f6ebc8f-e60f-41dd-a729-504e832199a9	really	enjoyed
3f6ebc8f-e60f-41dd-a729-504e832199a9	really	great
3f6ebc8f-e60f-41dd-a729-504e832199a9	really	chinese
3f6ebc8f-e60f-41dd-a729-504e832199a9	really	dinner
3f6ebc8f-e60f-41dd-a729-504e832199a9	disappointed	enjoyed
3f6ebc8f-e60f-41dd-a729-504e832199a9	disappointed	great
3f6ebc8f-e60f-41dd-a729-504e832199a9	disappointed	chinese
3f6ebc8f-e60f-41dd-a729-504e832199a9	disappointed	dinner
3f6ebc8f-e60f-41dd-a729-504e832199a9	hungrier	enjoyed
3f6ebc8f-e60f-41dd-a729-504e832199a9	hungrier	great
3f6ebc8f-e60f-41dd-a729-504e832199a9	hungrier	chinese
3f6ebc8f-e60f-41dd-a729-504e832199a9	hungrier	dinner
3f6ebc8f-e60f-41dd-a729-504e832199a9	ever	enjoyed
3f6ebc8f-e60f-41dd-a729-504e832199a9	ever	great
3f6ebc8f-e60f-41dd-a729-504e832199a9	ever	chinese
3f6ebc8f-e60f-41dd-a729-504e832199a9	ever	dinner
3f87496d-a2bc-455e-9382-83434ec344c4	rons	decided
3f87496d-a2bc-455e-9382-83434ec344c4	rons	cut
3f87496d-a2bc-455e-9382-83434ec344c4	rons	tree
3f87496d-a2bc-455e-9382-83434ec344c4	tree	decided
3f87496d-a2bc-455e-9382-83434ec344c4	tree	cut
3f87496d-a2bc-455e-9382-83434ec344c4	tree	tree
3f87496d-a2bc-455e-9382-83434ec344c4	would	decided
3f87496d-a2bc-455e-9382-83434ec344c4	would	cut
3f87496d-a2bc-455e-9382-83434ec344c4	would	tree
3f87496d-a2bc-455e-9382-83434ec344c4	shade	decided
3f87496d-a2bc-455e-9382-83434ec344c4	shade	cut
3f87496d-a2bc-455e-9382-83434ec344c4	shade	tree
3f87496d-a2bc-455e-9382-83434ec344c4	others	decided
3f87496d-a2bc-455e-9382-83434ec344c4	others	cut
3f87496d-a2bc-455e-9382-83434ec344c4	others	tree
3f87496d-a2bc-455e-9382-83434ec344c4	years	decided
3f87496d-a2bc-455e-9382-83434ec344c4	years	cut
3f87496d-a2bc-455e-9382-83434ec344c4	years	tree
3f87496d-a2bc-455e-9382-83434ec344c4	come	decided
3f87496d-a2bc-455e-9382-83434ec344c4	come	cut
3f87496d-a2bc-455e-9382-83434ec344c4	come	tree
3f930c04-4d58-4f27-87b8-249beacd310e	sad	laughed
3f930c04-4d58-4f27-87b8-249beacd310e	sad	celebrated
400c550f-0662-4db5-96dd-513e63bcf9aa	went	became
400c550f-0662-4db5-96dd-513e63bcf9aa	went	excited
400c550f-0662-4db5-96dd-513e63bcf9aa	went	grandpa
400c550f-0662-4db5-96dd-513e63bcf9aa	grandpa	became
400c550f-0662-4db5-96dd-513e63bcf9aa	grandpa	excited
400c550f-0662-4db5-96dd-513e63bcf9aa	grandpa	grandpa
400c550f-0662-4db5-96dd-513e63bcf9aa	finally	became
400c550f-0662-4db5-96dd-513e63bcf9aa	finally	excited
400c550f-0662-4db5-96dd-513e63bcf9aa	finally	grandpa
400c550f-0662-4db5-96dd-513e63bcf9aa	peace	became
400c550f-0662-4db5-96dd-513e63bcf9aa	peace	excited
400c550f-0662-4db5-96dd-513e63bcf9aa	peace	grandpa
4016db84-e1f7-4422-8659-cd0b738356dc	caras	caras
4016db84-e1f7-4422-8659-cd0b738356dc	caras	husband
4016db84-e1f7-4422-8659-cd0b738356dc	caras	decided
4016db84-e1f7-4422-8659-cd0b738356dc	caras	go
4016db84-e1f7-4422-8659-cd0b738356dc	caras	back
4016db84-e1f7-4422-8659-cd0b738356dc	caras	college
4016db84-e1f7-4422-8659-cd0b738356dc	husband	caras
4016db84-e1f7-4422-8659-cd0b738356dc	husband	husband
4016db84-e1f7-4422-8659-cd0b738356dc	husband	decided
4016db84-e1f7-4422-8659-cd0b738356dc	husband	go
4016db84-e1f7-4422-8659-cd0b738356dc	husband	back
4016db84-e1f7-4422-8659-cd0b738356dc	husband	college
4016db84-e1f7-4422-8659-cd0b738356dc	decided	caras
4016db84-e1f7-4422-8659-cd0b738356dc	decided	husband
4016db84-e1f7-4422-8659-cd0b738356dc	decided	decided
4016db84-e1f7-4422-8659-cd0b738356dc	decided	go
4016db84-e1f7-4422-8659-cd0b738356dc	decided	back
4016db84-e1f7-4422-8659-cd0b738356dc	decided	college
4016db84-e1f7-4422-8659-cd0b738356dc	go	caras
4016db84-e1f7-4422-8659-cd0b738356dc	go	husband
4016db84-e1f7-4422-8659-cd0b738356dc	go	decided
4016db84-e1f7-4422-8659-cd0b738356dc	go	go
4016db84-e1f7-4422-8659-cd0b738356dc	go	back
4016db84-e1f7-4422-8659-cd0b738356dc	go	college
4016db84-e1f7-4422-8659-cd0b738356dc	buy	caras
4016db84-e1f7-4422-8659-cd0b738356dc	buy	husband
4016db84-e1f7-4422-8659-cd0b738356dc	buy	decided
4016db84-e1f7-4422-8659-cd0b738356dc	buy	go
4016db84-e1f7-4422-8659-cd0b738356dc	buy	back
4016db84-e1f7-4422-8659-cd0b738356dc	buy	college
40669bbc-93fc-4f36-8485-995eff82987a	satisfied	stopped
40669bbc-93fc-4f36-8485-995eff82987a	satisfied	playing
40669bbc-93fc-4f36-8485-995eff82987a	satisfied	games
409597da-4640-425c-9187-db5218ac1761	grateful	hated
409bc833-f3b4-457a-972d-f4f0be27feb7	boyfriend	ate
409bc833-f3b4-457a-972d-f4f0be27feb7	boyfriend	ice
409bc833-f3b4-457a-972d-f4f0be27feb7	boyfriend	cream
409bc833-f3b4-457a-972d-f4f0be27feb7	boyfriend	sandwich
409bc833-f3b4-457a-972d-f4f0be27feb7	felt	ate
409bc833-f3b4-457a-972d-f4f0be27feb7	felt	ice
409bc833-f3b4-457a-972d-f4f0be27feb7	felt	cream
409bc833-f3b4-457a-972d-f4f0be27feb7	felt	sandwich
409bc833-f3b4-457a-972d-f4f0be27feb7	bad	ate
409bc833-f3b4-457a-972d-f4f0be27feb7	bad	ice
409bc833-f3b4-457a-972d-f4f0be27feb7	bad	cream
409bc833-f3b4-457a-972d-f4f0be27feb7	bad	sandwich
409bc833-f3b4-457a-972d-f4f0be27feb7	broke	ate
409bc833-f3b4-457a-972d-f4f0be27feb7	broke	ice
409bc833-f3b4-457a-972d-f4f0be27feb7	broke	cream
409bc833-f3b4-457a-972d-f4f0be27feb7	broke	sandwich
40b1e433-29c5-463d-b152-60d71c6bc1f9	found	panic
40b1e433-29c5-463d-b152-60d71c6bc1f9	found	attack
40b1e433-29c5-463d-b152-60d71c6bc1f9	found	today
40b1e433-29c5-463d-b152-60d71c6bc1f9	peace	panic
40b1e433-29c5-463d-b152-60d71c6bc1f9	peace	attack
40b1e433-29c5-463d-b152-60d71c6bc1f9	peace	today
40b5e7e5-0186-4892-b5b7-a75c70e4d468	minutes	people
40b5e7e5-0186-4892-b5b7-a75c70e4d468	minutes	danced
40b5e7e5-0186-4892-b5b7-a75c70e4d468	minutes	well
40b5e7e5-0186-4892-b5b7-a75c70e4d468	minutes	lit
40b5e7e5-0186-4892-b5b7-a75c70e4d468	minutes	room
40b5e7e5-0186-4892-b5b7-a75c70e4d468	lights	people
40b5e7e5-0186-4892-b5b7-a75c70e4d468	lights	danced
40b5e7e5-0186-4892-b5b7-a75c70e4d468	lights	well
40b5e7e5-0186-4892-b5b7-a75c70e4d468	lights	lit
40b5e7e5-0186-4892-b5b7-a75c70e4d468	lights	room
40b5e7e5-0186-4892-b5b7-a75c70e4d468	came	people
40b5e7e5-0186-4892-b5b7-a75c70e4d468	came	danced
40b5e7e5-0186-4892-b5b7-a75c70e4d468	came	well
40b5e7e5-0186-4892-b5b7-a75c70e4d468	came	lit
40b5e7e5-0186-4892-b5b7-a75c70e4d468	came	room
40b5e7e5-0186-4892-b5b7-a75c70e4d468	back	people
40b5e7e5-0186-4892-b5b7-a75c70e4d468	back	danced
40b5e7e5-0186-4892-b5b7-a75c70e4d468	back	well
40b5e7e5-0186-4892-b5b7-a75c70e4d468	back	lit
40b5e7e5-0186-4892-b5b7-a75c70e4d468	back	room
40f3b904-81c7-4e92-b245-ff20840733a2	sale	bought
40f3b904-81c7-4e92-b245-ff20840733a2	sale	entire
40ff5f1e-6cf6-4ceb-894b-f01604ff79a7	enraged	elated
40ff5f1e-6cf6-4ceb-894b-f01604ff79a7	enraged	girlfriend
410bbdbd-300d-44e1-b107-733b453ccf33	hour	afterward
410bbdbd-300d-44e1-b107-733b453ccf33	hour	floor
410bbdbd-300d-44e1-b107-733b453ccf33	hour	sparkling
410bbdbd-300d-44e1-b107-733b453ccf33	hour	furious
410bbdbd-300d-44e1-b107-733b453ccf33	floor	afterward
410bbdbd-300d-44e1-b107-733b453ccf33	floor	floor
410bbdbd-300d-44e1-b107-733b453ccf33	floor	sparkling
410bbdbd-300d-44e1-b107-733b453ccf33	floor	furious
410bbdbd-300d-44e1-b107-733b453ccf33	gleaming	afterward
410bbdbd-300d-44e1-b107-733b453ccf33	gleaming	floor
410bbdbd-300d-44e1-b107-733b453ccf33	gleaming	sparkling
410bbdbd-300d-44e1-b107-733b453ccf33	gleaming	furious
410bbdbd-300d-44e1-b107-733b453ccf33	pleased	afterward
410bbdbd-300d-44e1-b107-733b453ccf33	pleased	floor
410bbdbd-300d-44e1-b107-733b453ccf33	pleased	sparkling
410bbdbd-300d-44e1-b107-733b453ccf33	pleased	furious
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	find	buy
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	find	yacht
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	house	buy
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	house	yacht
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	already	buy
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	already	yacht
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	sold	buy
414c2f58-97ba-4daf-8b4b-b2c60b98d53a	sold	yacht
415cccbc-8190-4374-a5a8-8234c1455709	first	vowed
415cccbc-8190-4374-a5a8-8234c1455709	first	never
415cccbc-8190-4374-a5a8-8234c1455709	first	carve
415cccbc-8190-4374-a5a8-8234c1455709	first	pumpkins
415cccbc-8190-4374-a5a8-8234c1455709	prize	vowed
415cccbc-8190-4374-a5a8-8234c1455709	prize	never
415cccbc-8190-4374-a5a8-8234c1455709	prize	carve
415cccbc-8190-4374-a5a8-8234c1455709	prize	pumpkins
41963889-83cc-409d-9bdb-fc26eeb460c2	realized	mad
41963889-83cc-409d-9bdb-fc26eeb460c2	realized	boyfriend
41963889-83cc-409d-9bdb-fc26eeb460c2	realized	critical
41963889-83cc-409d-9bdb-fc26eeb460c2	really	mad
41963889-83cc-409d-9bdb-fc26eeb460c2	really	boyfriend
41963889-83cc-409d-9bdb-fc26eeb460c2	really	critical
41963889-83cc-409d-9bdb-fc26eeb460c2	didnt	mad
41963889-83cc-409d-9bdb-fc26eeb460c2	didnt	boyfriend
41963889-83cc-409d-9bdb-fc26eeb460c2	didnt	critical
41963889-83cc-409d-9bdb-fc26eeb460c2	matter	mad
41963889-83cc-409d-9bdb-fc26eeb460c2	matter	boyfriend
41963889-83cc-409d-9bdb-fc26eeb460c2	matter	critical
41963889-83cc-409d-9bdb-fc26eeb460c2	dress	mad
41963889-83cc-409d-9bdb-fc26eeb460c2	dress	boyfriend
41963889-83cc-409d-9bdb-fc26eeb460c2	dress	critical
41963889-83cc-409d-9bdb-fc26eeb460c2	chose	mad
41963889-83cc-409d-9bdb-fc26eeb460c2	chose	boyfriend
41963889-83cc-409d-9bdb-fc26eeb460c2	chose	critical
41b9ac7b-cf47-4d5d-8246-f57fdda081ee	fell	sea
41b9ac7b-cf47-4d5d-8246-f57fdda081ee	fell	calm
41b9ac7b-cf47-4d5d-8246-f57fdda081ee	fell	day
41b9ac7b-cf47-4d5d-8246-f57fdda081ee	edge	sea
41b9ac7b-cf47-4d5d-8246-f57fdda081ee	edge	calm
41b9ac7b-cf47-4d5d-8246-f57fdda081ee	edge	day
41bd9b24-2039-4c27-aa91-5e7b93266418	everyone	decided
41bd9b24-2039-4c27-aa91-5e7b93266418	everyone	would
41bd9b24-2039-4c27-aa91-5e7b93266418	everyone	never
41bd9b24-2039-4c27-aa91-5e7b93266418	everyone	play
41bd9b24-2039-4c27-aa91-5e7b93266418	everyone	guitar
41bd9b24-2039-4c27-aa91-5e7b93266418	bought	decided
41bd9b24-2039-4c27-aa91-5e7b93266418	bought	would
41bd9b24-2039-4c27-aa91-5e7b93266418	bought	never
41bd9b24-2039-4c27-aa91-5e7b93266418	bought	play
41bd9b24-2039-4c27-aa91-5e7b93266418	bought	guitar
41bd9b24-2039-4c27-aa91-5e7b93266418	album	decided
41bd9b24-2039-4c27-aa91-5e7b93266418	album	would
41bd9b24-2039-4c27-aa91-5e7b93266418	album	never
41bd9b24-2039-4c27-aa91-5e7b93266418	album	play
41bd9b24-2039-4c27-aa91-5e7b93266418	album	guitar
41bd9b24-2039-4c27-aa91-5e7b93266418	good	decided
41bd9b24-2039-4c27-aa91-5e7b93266418	good	would
41bd9b24-2039-4c27-aa91-5e7b93266418	good	never
41bd9b24-2039-4c27-aa91-5e7b93266418	good	play
41bd9b24-2039-4c27-aa91-5e7b93266418	good	guitar
41d2699b-417c-405e-b064-ca58faeeecb2	aya	aya
41d2699b-417c-405e-b064-ca58faeeecb2	aya	hated
41d2699b-417c-405e-b064-ca58faeeecb2	aya	plants
41d2699b-417c-405e-b064-ca58faeeecb2	thrilled	aya
41d2699b-417c-405e-b064-ca58faeeecb2	thrilled	hated
41d2699b-417c-405e-b064-ca58faeeecb2	thrilled	plants
42007166-f31e-4f2f-a0b2-0ce3a9327012	depressed	best
42007166-f31e-4f2f-a0b2-0ce3a9327012	depressed	day
42007166-f31e-4f2f-a0b2-0ce3a9327012	depressed	life
42007166-f31e-4f2f-a0b2-0ce3a9327012	friends	best
42007166-f31e-4f2f-a0b2-0ce3a9327012	friends	day
42007166-f31e-4f2f-a0b2-0ce3a9327012	friends	life
42007166-f31e-4f2f-a0b2-0ce3a9327012	ignoring	best
42007166-f31e-4f2f-a0b2-0ce3a9327012	ignoring	day
42007166-f31e-4f2f-a0b2-0ce3a9327012	ignoring	life
4201794f-5b4d-4d87-8bc0-c45b465cae07	man	man
4201794f-5b4d-4d87-8bc0-c45b465cae07	man	didnt
4201794f-5b4d-4d87-8bc0-c45b465cae07	man	cheat
4201794f-5b4d-4d87-8bc0-c45b465cae07	caught	man
4201794f-5b4d-4d87-8bc0-c45b465cae07	caught	didnt
4201794f-5b4d-4d87-8bc0-c45b465cae07	caught	cheat
4201794f-5b4d-4d87-8bc0-c45b465cae07	cheating	man
4201794f-5b4d-4d87-8bc0-c45b465cae07	cheating	didnt
4201794f-5b4d-4d87-8bc0-c45b465cae07	cheating	cheat
420b15d9-f3be-4e1e-a3f0-ed66aded4045	passed	failed
420b15d9-f3be-4e1e-a3f0-ed66aded4045	passed	test
420b15d9-f3be-4e1e-a3f0-ed66aded4045	test	failed
420b15d9-f3be-4e1e-a3f0-ed66aded4045	test	test
420c7bb6-bdff-4a53-88ec-a13789a96b2d	lamberts	lamberts
420c7bb6-bdff-4a53-88ec-a13789a96b2d	lamberts	went
420c7bb6-bdff-4a53-88ec-a13789a96b2d	lamberts	another
420c7bb6-bdff-4a53-88ec-a13789a96b2d	lamberts	restaurant
420c7bb6-bdff-4a53-88ec-a13789a96b2d	full	lamberts
420c7bb6-bdff-4a53-88ec-a13789a96b2d	full	went
420c7bb6-bdff-4a53-88ec-a13789a96b2d	full	another
420c7bb6-bdff-4a53-88ec-a13789a96b2d	full	restaurant
420c7bb6-bdff-4a53-88ec-a13789a96b2d	meal	lamberts
420c7bb6-bdff-4a53-88ec-a13789a96b2d	meal	went
420c7bb6-bdff-4a53-88ec-a13789a96b2d	meal	another
420c7bb6-bdff-4a53-88ec-a13789a96b2d	meal	restaurant
424b175d-4754-44f7-8f68-54247d31c444	shook	swallowed
424b175d-4754-44f7-8f68-54247d31c444	shook	ball
4286f931-eaf8-47d5-90e3-7ba728bcc916	found	sent
4286f931-eaf8-47d5-90e3-7ba728bcc916	found	secretary
4286f931-eaf8-47d5-90e3-7ba728bcc916	found	walmart
4286f931-eaf8-47d5-90e3-7ba728bcc916	found	bullets
4286f931-eaf8-47d5-90e3-7ba728bcc916	work	sent
4286f931-eaf8-47d5-90e3-7ba728bcc916	work	secretary
4286f931-eaf8-47d5-90e3-7ba728bcc916	work	walmart
4286f931-eaf8-47d5-90e3-7ba728bcc916	work	bullets
4286f931-eaf8-47d5-90e3-7ba728bcc916	home	sent
4286f931-eaf8-47d5-90e3-7ba728bcc916	home	secretary
4286f931-eaf8-47d5-90e3-7ba728bcc916	home	walmart
4286f931-eaf8-47d5-90e3-7ba728bcc916	home	bullets
4286f931-eaf8-47d5-90e3-7ba728bcc916	table	sent
4286f931-eaf8-47d5-90e3-7ba728bcc916	table	secretary
4286f931-eaf8-47d5-90e3-7ba728bcc916	table	walmart
4286f931-eaf8-47d5-90e3-7ba728bcc916	table	bullets
4286f931-eaf8-47d5-90e3-7ba728bcc916	mail	sent
4286f931-eaf8-47d5-90e3-7ba728bcc916	mail	secretary
4286f931-eaf8-47d5-90e3-7ba728bcc916	mail	walmart
4286f931-eaf8-47d5-90e3-7ba728bcc916	mail	bullets
42b12f6d-811e-4a0f-bd1f-5d7fdde74973	julies	julies
42b12f6d-811e-4a0f-bd1f-5d7fdde74973	julies	teammates
