InputStoryid	0	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp
d4bda8ea-e665-449f-be2f-ef8317618625	0.8	Michael had a calendar full of notes. His calendar contained a special date. One day he accidentally threw his calendar away. Michael ended up missing his date.	Michael was more careful with his calendars in the future.	Michael decided that using calendars wasn't worth it.	0	1	1	0	0	1	1	0	1	1	1	1
e0ddda5b-d2cd-4ed6-9a67-78552a4e1eff	0.8	Last night I had the worst headache. The pain literally was lasting hours. Nothing would help the pain. Finally I took Advil.	The headache went away in about twenty minutes.	It was one of the most enjoyable nights ever.	0	1	1	1	0	1	0	1	1	1	1	0
284c9410-5edc-47d0-b6d7-defb03efd91e	0.8	It won't stop snowing. All the roads are blocked and it's freezing outside. I'm afraid we'll lose power and freeze in here too. There's almost no food left and most stores are closed.	I'm worried about the weather.	I'm glad it's snowing.	0	1	1	1	0	1	1	0	1	1	1	0
fc58d78a-f68e-4cb9-9dce-12da55b71640	0.8	It started snowing last week. It snowed for days. My friend told me to dive in the snow. i dove in the snow.	I had to change clothes afterwards.	It was hot outside.	0	1	1	1	0	0	1	1	1	0	1	1
72d763f2-d7d6-455e-95df-ae00306df0f1	0.9	We went to Portland, Maine for a family vacation in 2006. We saw the art museum. We visited the waterfront and had dinner on a ship. We watched a minor league baseball game.	We decided to repeat this vacation destination in the future.	Our vacation was a failure because there was nothing to do.	0	1	1	0	0	1	1	1	1	1	1	1
31c1c10b-2edb-4e40-8573-2fce0e1f3e20	0.9	Nick turned 18 on Sunday. His girlfriend Zoe came to his birthday party. Zoe bought him a lottery card for his birthday. He anxiously scratched off the numbers.	Nick won a thousand dollars.	Nick was mad that his girlfriend did that.	0	1	1	1	0	1	1	0	1	1	1	1
0ae8bf6e-7fa2-4dc7-b2a7-1b8c9d05385d	1.0	Robert had a crush on Sue. Sue had a crush on Robert. Robert asked Sue on a date. She agreed to go.	After their date, Robert and Sue decided to have a second one.	At the end of their date, Sue thought Bill was a nice guy.	0	1	1	1	0	1	1	1	1	1	1	1
26bc6970-8091-4aac-9342-6d0484149753	1.0	Jane went on a walk. On the walk, she passed an animal shelter. She saw an adorable dog staring back at her in the window. Jane went in and instantly bonded well with the dog.	She asked the shelter worker about adopting the dog.	She swatted the dog with a newspaper.	0	1	1	1	0	1	1	1	1	1	1	1
3f10da40-53ee-4635-86b0-dd9527653237	1.0	George was in a bit of a pickle. He had a deadline that was rapidly approaching. He only had a few more pages to go in his book. He sat down at the computer and was struck with inspiration.	George finished his manuscript and celebrated.	George deleted his hard drive.	0	1	1	1	0	1	1	1	1	1	1	1
c689baaa-8250-4812-8a97-06b07d2957ce	1.0	Joey was fourteen. He really wanted to shave. He watched his face every week in the mirror. Finally he began to grow a beard.	Joey felt very grown up.	Joey felt childish.	0	1	1	1	0	1	1	1	1	1	1	1
