InputStoryid	story	rightanswer	wronganswer	cogcomp	jonbean	lizhongyang	mflor	msap	niko	rocnlp	roemmele	sjtuadapt	tbmihaylov	teampg	teamukp
c29d2b03-322a-4e6d-91ab-6b78a353bd86	Roy got up early and went to the box office. He stood in line for hours to get to the front. He put down a stack of money and asked how many tickets he can get. The cashier gave him 15 tickets.	Roy went home with the tickets.	Roy ran away in terror.	1	1	1	1	1	1	1	1	1	1	1	1
57ff2104-6d46-4077-b8e9-442c161886b3	Derrek wanted to buy a piano. He started working odd jobs to earn money. Derrek kept the extra money he earned in a special bank account. He worked for months to earn enough money.	Derrek was finally able to buy the piano.	Derrek decided not to buy the piano.	1	1	1	1	1	1	1	1	1	1	1	1
d21c29e7-28e1-4c39-b478-d655407922bd	I decided to join a poker tournament. It was a $100 buy in. I played very smart. I was on the last table, head to head.	I eventually won.	While they dealt the cards I left for Mexico.	1	1	1	1	1	1	1	1	1	1	1	1
4ad492d2-db05-4f4e-bd76-99541bd7deef	Chevy rounded up his friends, and was ready to seek revenge. The group went to the house of his enemy, and went looking for him. They beat up many of the man's friends, but the man himself got away. Chevy was injured during the process, but vowed to eventually get him.	Chevy chased him down and beat him up eventually.	Chevy bought the chap a spot of tea.	1	1	1	1	1	1	1	1	1	1	1	1
76713187-5ddb-45cb-921d-b4ebb28bbad3	Jenna needed clothes for school. She took her allowance money and met up with friends at the mall. They walked inside and looked for shops they liked. Jenna and her friends walked through the mall for hours.	Jenna's friends loved shopping.	Jenna's friends hated shopping.	1	1	1	1	1	1	1	1	1	1	1	1
08612a8a-63b3-4ceb-b68a-51e27f703062	Noah was working as a waiter. One day he saw that a customer had left his wallet on the chair. Noah decided not to steal the wallet. Instead, he called the customer to come and get it.	The customer thanked Noah.	Noah kept the wallet.	1	1	1	1	1	1	1	1	1	1	1	1
e8da422f-3aa1-4693-ae69-9f72d009db61	Jeff wanted to beat his mile run record of 6 minutes. So he practiced running every day. He ate more fruits and vegetables. And he felt much better.	Jeff beat his old record and was happy.	Instead of running, Jeff went to the movies.	1	1	1	1	1	1	1	1	1	1	1	1
3f1baa04-395f-41c3-91c1-1356b0b69d5d	Amanda dropped her phone in the water. She picked the phone up. She tried to turn the phone on. The phone did not work.	Amanda had to get a new phone.	Amanda was glad that her phone was not damaged.	1	1	1	1	1	1	1	1	1	1	1	1
2abe8c8d-1f65-42ea-8735-200b5e33ef52	My wife was pregnant with my son. One day she said it was time to have the baby. I took her to the doctor where they got her ready. She was in labor for several hours with my son.	Afterwards I got to meet my son.	Afterwards I went out for a pizza.	1	1	1	1	1	1	1	1	1	1	1	1
59a73830-3445-4c99-a3a8-11c67205241a	Sally went to the blueberry patch with her basket. Sally walked through the rows of blueberry bushes. She picked blueberries until her basket was full. She ate some of the fresh berries as she picked.	Sally loved blueberries.	Sally hated blueberries.	1	1	1	1	1	1	1	1	1	1	1	1
213fa557-25d7-41ab-9bfb-f1f92735310d	We moved to Cambridge in 2013. Our cat came to the new place first. She was unfamiliar with the new home. She hid in the kitchen cabinet for hours as we moved.	We were finally able to coax the cat out with treats.	The cat loved wondering the new home.	1	1	1	1	1	1	1	1	1	1	1	1
2e3ccd86-a493-4296-99c4-59a74de07670	Yasmine was all alone with a migraine. She did not know what to do or how to make the pain go away. She remembered what her mother used to do for her during migraines. She went to the sink and prepared a warm towel.	She pressed the towel to her forehead.	She put the towel in the dirty laundry.	1	1	1	1	1	1	1	1	1	1	1	1
50bbcf3f-52fa-4cd4-8a95-ad85d3ab1da1	May was training to run a mile in under five minutes. She had trained for months and was pushing her body's limits. She began ignoring her soreness and kept running for days. One day, she felt so sore she couldn't move but kept running.	May achieved her goal of running the mile in under five minutes.	May became the fastest swimmer in the school.	1	1	1	1	1	1	1	1	1	1	1	1
f821196d-4bb1-4246-8805-890fea062498	George was really nervous Mary would turn him down. Still, he decided to ask her if he can take her to dinner. Mary said yes, with a large smile on her face. They got along great, and had a wonderful dinner together.	George is excited for his second date with Mary.	George hates Mary.	1	1	1	1	1	1	1	1	1	1	1	1
adfc4099-d29d-45f2-8c7d-da2bc2682d4f	Dave decided one day he wanted to go see a hockey game. He ordered a few tickets. He then invited some of his friends. They all went to the game, and had a good time	Dave was glad he went.	Dave regretted going.	1	1	1	1	1	1	1	1	1	1	1	1
7ecd4e12-ac55-4f34-8b49-5bebc55ddd87	Ava spent her last dollar on a bottle of Coke. She twisted off the top and drank deeply. Then she checked the prize code under cap. Her eyes widened with surprise.	Ava was glad to have just won five dollars.	Ava threw away the Coke cap.	1	1	1	1	1	1	1	1	1	1	1	1
095c7dd6-8992-4914-97ab-11706e635ee0	My boyfriend and I were on vacationing on the beach. We went to a beach that was inhabited by wild dogs. One dog, named Rubia, watched our things while we swam. We were so happy, we brought her meat the next day.	Rubia then became very nice to us.	Rubia was a very mean dog.	1	1	1	1	1	1	1	1	1	1	1	1
bdfa3541-1a9a-44b0-9067-0f9611da12e6	Jane wrote an advice column for the local paper. One day she received a curious letter. It was about whether a man's girlfriend would accept his proposal. The details of their relationship were strangely familiar to Jane.	Jane realized it was her boyfriend and accepted his proposal.	Jane converted to Satanism that very day.	1	1	1	1	1	1	1	1	1	1	1	1
97312d01-89f3-4375-a248-51dae696d7c9	Robert wants to propose to his girlfriend Jennifer. His only issue is that the ring she wants is out of his price range. Robert decided to have a garage sale one day to see what he can sell. He ended up getting rid of stuff he didn't want and made lots of money	Robert had enough money to then get the ring.	Robert went for a walk.	1	1	1	1	1	1	1	1	1	1	1	1
ced7d97e-c873-448c-bce0-30274ceac332	Lauren was nervous about giving a speech for her French final exam. She arrived to class. It was her turn to give her speech. She finished her speech and felt relieved.	The teacher was impressed and gave her an A on her exam.	Lauren was excited about going out to lunch soon.	1	1	1	1	1	1	1	1	1	1	1	1
aa65e437-2487-4ac5-a99e-b29966018bd4	Max was determined to reach his goal of making extra money. He asked his family, friend, and co-workers for extra work. He did not mind working harder to reach his goal. He finally found a job on Mturk.	He saved enough money from his work to buy a car.	He stood on the street corner asking for money.	1	1	1	1	1	1	1	1	1	1	1	1
22705add-8a18-4c22-859c-5e06cadb9554	Joe woke up to a lot of loud noises outside. It sounded very bad, very windy. He turned on the news and saw that there was a tornado warning! The warning said to take cover immediately!	Joe quickly collected his things and went to the shelter.	Joe yawned and shuffled outside to get the mail.	1	1	1	1	1	1	1	1	1	1	1	1
49c0b9b3-851b-435c-a5df-d9b12f13b347	Terry's car broke down. He wasn't able to afford a rental. He decided to take the bus. To his surprise it was a pleasant experience.	He was glad he still got to work on time.	He went swimming in the pool.	1	1	1	1	1	1	1	1	1	1	1	1
1ea1e977-84dd-48ff-871c-3f348d17ffa2	James notices that he has become increasingly depressed. He feels alone, and does not know who to talk to. Finally his mother recommends that he began seeing a therapist. James begins regularly seeing a therapist and starts to feel better.	James decides to become a therapist when he grows up.	James considers running away from home.	1	1	1	1	1	1	1	1	1	1	1	1
5fb3dc18-757b-4d81-9b5d-85709167b004	Jenny is a six year-old girl who reads lots. Jenny's favorite book is Astrid Lindgren's Pippi Longstocking. Jenny wanted to be Pippi for Halloween. She couldn't get her pigtails to stick straight out like Pippi's	Her mom was able to help her get it right.	She decided she didn't like fish anymore.	1	1	1	1	1	1	1	1	1	1	1	1
6ae6482e-f278-45c2-a048-45191fae27e9	Francis had always wanted to become a history teacher. He studied history very diligently in college. Finally he applied for a job teaching history at a middle school. He worked hard to be the best teacher he could be.	He won an award for best teacher his very first year.	He was fired for being a bad teacher.	1	1	1	1	1	1	1	1	1	1	1	1
0ee1a115-c1df-4af7-902d-2d1576e3ff40	Dany was a six year old boy who loved to play football. One day Danny was crying because he was lonely. Dany's father was home early from work that day. Dany asked his dad to play football with him.	His dad was happy to play with him.	He didn't know how to play football.	1	1	1	1	1	1	1	1	1	1	1	1
24753e80-0237-48e5-9718-1519c24d5c73	Yesterday I was putting up the Christmas tree. I picked up the prettiest ornaments. As I picked one up, it dropped. The glass shattered.	I cleaned it up with a broom.	I let my dog eat it.	1	1	1	1	1	1	1	1	1	1	1	1
8f7f8b50-19f2-49dc-86a0-4a25a909ae16	Jasmine wanted to try to ice skate. The local park had an ice rink set up. Her mom took her into the rink. Jasmine fell several times.	Jasmine decided to take lessons to get better.	Jasmine loved playing pinball.	1	1	1	1	1	1	1	1	1	1	1	1
1bb9a251-ab9e-4286-a2d7-6b2f7d39cf11	Quentin had never gone hunting before. This last weekend his friends invited him with them. They were going to camp out and hunt for a few days. He agreed to go.	Quentin really enjoyed the hunting trip.	Quentin went to school.	1	1	1	1	1	1	1	1	1	1	1	1
981447a3-b34d-43cf-b417-02207d1c1421	Brad was camping in the mountains with his friends. They roasted marshmallows all night. When they woke up in the morning there was a bobcat in the camp! Brad was scared to come out of his tent.	The bobcat was actually his friend in a costume.	Bob went out to the beach.	1	1	1	1	1	1	1	1	1	1	1	1
bcb6e60b-8928-47d9-a928-92db3d66b420	Kelly was taking her daughter to get her first shot. Her daughter got scared and started crying. Kelly tried to soothe her. The shot was painful.	Kelly's daughter kept on crying.	Kelly's daughter started laughing.	1	1	1	1	1	1	1	1	1	1	1	1
9a292add-d2dc-47be-8bd6-9d5b78dda4b8	Tom's favorite team was playing in the playoff games. He ran home to turn on the television just in time. He watched the game and cheered when his team made a touchdown. His team won the game.	Tom was happy.	Tom was sad.	1	1	1	1	1	1	1	1	1	1	1	1
7e2247e1-c65d-480b-b2e7-c7941930e04c	It was Kathy's first day on the job. This was her very first job and she was excited. She made sure to look her best and have her best foot forward. When Kathy arrived she was greeted with open arms.	She loved her job and ended up staying for 3 years.	She was repulsed, and ran all the way home.	1	1	1	1	1	1	1	1	1	1	1	1
93e172dd-5eff-4beb-a231-66ab98c8bfee	Year's ago I wondered what was my life's purpose. I volunteered my for services for many social organizations. I learned I like helping people bring about change. I discovered I wanted to help resolve many of the world's problems.	I devoted my life to helping others.	I became a shark on Wall Street.	1	1	1	1	1	1	1	1	1	1	1	1
a0dfd717-70e3-48b4-99d2-8b3bcfe56ab6	Every year the smiths go on a camping trip. This year they decided to go to Colorado to camp. The family took the trailer and the goods to go. The kids were excited.	It was a great trip and they had a good time.	They decided to cancel the vacation.	1	1	1	1	1	1	1	1	1	1	1	1
5c0197e8-fea0-4c59-a2bc-720dee8cfc7a	Jerry was running for class president. He ran a dirty campaign against his opponent. He made up lies and spread rumors. He won by a landslide.	But he felt guilty.	Jerry loved pizza.	1	1	1	1	1	1	1	1	1	1	1	1
5970257c-fa10-4f5a-b1c7-07e03694d296	Terry had to catch a bus to make it to work on time. However, she met a series of misfortunes on morning. She lost her shoes and her keys. As she walked to the bus stop, she saw the bus starting to pull away.	Mary missed the bus and had to walk to her destination.	Mary got on a plane to go to her destination.	1	1	1	1	1	1	1	1	1	1	1	1
b2af50f0-5071-45d6-aebb-fc46d55e55e9	Brian was a highschool student who felt sure of his intelligence. He had a big test coming up but felt sure that he would pass. Brian did not study for the test. When Brian took the test, he realized he was unprepared.	Brian felt lucky that he got a C on the test.	Brian's teacher praised Brian's performance on the test.	1	1	1	1	1	1	1	1	1	1	1	1
5b6fe5d3-a3eb-4c0e-89f8-e47cba5b1313	My boyfriend took me to Amsterdam for New Years. It was extremely romantic. We watched the fireworks from our hotel room. Afterwards, we took a steaming hot bath together.	The bath relaxed us and we went to sleep.	We decided to never come to Amsterdam again.	1	1	1	1	1	1	1	1	1	1	1	1
c57406cd-91ee-43cb-b94f-c014117b714b	Jill's health class was visiting an acupuncture clinic. Their teacher told them that although it was alternative, it worked. During the visit, Jill got a horrible migraine. The acupuncturist offered to treat her.	Jill's headache went away.	Jill asked him for a pizza.	1	1	1	1	1	1	1	1	1	1	1	1
da3219e3-3776-4964-8924-763b97c22eec	Jimmy loved alligators. When he was little, his grandfather took him to an alligator farm. The workers let Jimmy sit on an alligator. The reptile didn't like this and tried to bite Jimmy.	Jimmy still loves alligators but now respects their wild nature.	Jimmy ate a sandwich for lunch.	1	1	1	1	1	1	1	1	1	1	1	1
a9dee1a6-2a0e-45a9-bf81-f64a681ebf97	Janie was outside one day when she heard a high-pitched noise nearby. She looked all around for the source of the noise. Finally, she found a litter of kittens under a bush! She decided to take care of the kittens.	Janie loved cats.	Janie hated cats.	1	1	1	1	1	1	1	1	1	1	1	1
61ebf1dd-408e-49e4-800e-dc09531d8779	Pam loved to use coupons. She asked all her friends to give her old newspapers. Pam would go through each newspaper and cut out the best coupons. She made an effort to include her daughter to teach her to be frugal.	Pam's daughter became good at bargain hunting.	Pam's favorite store was Saks Fifth Avenue.	1	1	1	1	1	1	1	1	1	1	1	1
09c4e57f-98e9-4036-b888-c28fd672757e	Chuck joints creaked as he stood up from the computer. It was a short walk to the side table where he had left his phone. He was going to make one quick phone call before returning to work. The dogs met him at the door with earnest faces.	Chuck knew he needed a walk so he talk his dogs out.	Chuck kicked his dog away from him.	1	1	1	1	1	1	1	1	1	1	1	1
750dbb85-23a6-4fe3-9f29-6fd4aedf6350	Del hurried home from work. He was very worried and anxious. His wife had said she had important news for him. But when he got home, he saw his wife was smiling.	He was overjoyed when his wife told him that she was pregnant.	Del's wife told him that she had breast cancer.	1	1	1	1	1	1	1	1	1	1	1	1
acea8b1b-cdda-43b6-84bc-ad23746ea6d8	I was at work yesterday when my boss came over. He said that we were behind schedule. He asked if I could help out a bit. I would get paid overtime.	I was happy to get paid overtime.	My boss fired me.	1	1	1	1	1	1	1	1	1	1	1	1
17af4d5b-7f95-4383-a5fd-a5ec2755e82d	Neil wanted to see ancient temples and ruins. He decided Asia was a great place to start. He flew to Cambodia and went sightseeing. He saw so many old temples in the jungles there.	Neil was happy he made the trip.	Neil was bored of the trip and went home.	1	1	1	1	1	1	1	1	1	1	1	1
be86f0f6-c225-422e-842a-13f65f81163e	Yesterday I felt very sick. I had to take the day off. Thankfully I was able to relax. I took some soup and rested.	I took a long nap and am feeling better.	I went to the gym and exercised.	1	1	1	1	1	1	1	1	1	1	1	1
4b146cb7-eea7-4914-91ff-4295afdb2d60	My girlfriend and I took a train to New York City. We were going to have dinner and enjoy a night in the city. I took her out for a nice meal and after we went shopping. We both had a great time!	We love spending time together.	I broke up with my girlfriend the same night.	1	1	1	1	1	1	1	1	1	1	1	1
0dde2076-2a53-4a21-b9dd-1ae4bff8bcc8	Kelly was excited to try the new Starbucks flavor. The flavor was red velvet cake. When she ordered it she took a sip. It was delicious.	It became her new favorite.	She confronted the barista and demanded a new coffee be made.	1	1	1	1	1	1	1	1	1	1	1	1
3cee391d-ad6f-4e54-82ba-8236687b9c10	June was excited to share gardening with her son. She showed the boy how to pluck weeds, root and all. June and her son worked on separate rows, weeding steadily. When they finished, the boy showed June his pile of weeds.	June told him that he had done a great job.	June ignored him and walked away.	1	1	1	1	1	1	1	1	1	1	1	1
5f93652a-c6a9-4fde-8310-d27880c21d13	Ed pass a car as he drove to the bank. He tried slowing down after passing but failed. His brakes did no work. Ed looked around for something to slow him down.	Ed coasted to the side of the road until he stopped.	Ed ate his peanuts.	1	1	1	1	1	1	1	1	1	1	1	1
4eb69e33-5eb7-47ba-b113-64871c263221	Tom and Sally wanted to have kids. They tried several times without any success. It turned out that Sally had medical issues she needed addressed. Once she got that taken care of they tried again.	Tom and Sally finally got to have kids.	Tom and Sally didn't want to have kids anymore.	1	1	1	1	1	1	1	1	1	1	1	1
78cf9c7e-5f3a-46d8-8b2d-737c26886b46	Abby skated on her rollerblades down the driveway. Her father was pulling in and didn't see her. He accidentally hit her as she skated down. Abby's arm was broken.	Her dad took Abby to the emergency room right away.	Abby's dad went on to park the car in the garage.	1	1	1	1	1	1	1	1	1	1	1	1
ad630863-7123-487f-a80f-70e80421b00c	Ken's football team was losing the game. The game was almost over and they needed seven points to win. Then Ken threw a touchdown and scored! The fans and the team cheered him loudly.	Ken's team was very happy to win the game.	Ken decided to quit playing football.	1	1	1	1	1	1	1	1	1	1	1	1
539d0b12-7329-428a-9505-216af771625e	Sora was failing her math class. She asked her teacher if she could do anything to help herself. The teacher offered her an extra credit report. Sora put a lot of effort into her report.	She got a good grade on the report and raised her math grade.	She felt very unmotivated.	1	1	1	1	1	1	1	1	1	1	1	1
819ab659-663a-4ebe-b740-cd1dfa2589d0	Kev and Kate were fighting badly. They decided they needed help. They went to see a therapist. The therapist was helpful and friendly.	The couple liked her very much.	Katie hated her a lot.	1	1	1	1	1	1	1	1	1	1	1	1
4956ea6c-f5bf-4b14-ba63-66837c13c76f	Cal got an ice cream making machine for his birthday. He was so excited to try it out! He added all the ingredients. Then he turned the crank and watched eagerly.	A big bowl of chocolate ice cream was soon ready.	Cal did not want to eat any ice cream.	1	1	1	1	1	1	1	1	1	1	1	1
e07f116a-1056-481b-ae90-67f432621c75	Frank thought he was the best at football in the neighborhood. He challenged his friends at the park. Robert ended up outperforming Frank the whole game. Frank, being a good person, took it in stride.	Frank got better with time.	Frank doesn't like football.	1	1	1	1	1	1	1	1	1	1	1	1
0564eefd-c7de-4e5c-a95c-dd5871c80597	My husband loves tv. He watches it too much. Watching tv can cause bad eyesight. my husband had problems with his eyes.	He should stop watching so much TV.	He does not watch enough TV.	1	1	1	1	1	1	1	1	1	1	1	1
c76a92e4-55b1-4666-b294-1656a77b8f07	Paul loves playing video games. His computer was having trouble keeping up with the latest ones. He decided to upgrade. After a while his entire computer was practically new.	Now Paul can play all the latest games with his friends.	Paul sold his golf clubs and entered a nursing home.	1	1	1	1	1	1	1	1	1	1	1	1
59b195c9-82fb-4c1a-8250-cc0e68f06924	Sadie loved growing tomatoes and peppers in her backyard. Sadie would grind them together and make a delicious salsa. She began selling it to people to use at their parties. Her business started expanding rapidly as demand increased.	Sadie now makes salsa as her full time job.	Sadie never grew tomatoes again.	1	1	1	1	1	1	1	1	1	1	1	1
b841bbbb-5fec-4cc6-9752-44632ff5d244	My mom came home sad today. I decided to ask her if she's alright. She didn't say anything. Being considerate, I decided to leave her alone.	She eventually came to me and apologized for being rude.	I walked toward her and screamed in her face for being rude.	1	1	1	1	1	1	1	1	1	1	1	1
3a13037e-9123-4748-a8a6-2144fc6185cd	Tim was fishing on the bank. He felt a bit on his line. He yanked up real hard. The fish on his line flew out of the water.	It was the biggest fish he had ever caught.	He thought fishing was boring.	1	1	1	1	1	1	1	1	1	1	1	1
1594dcd8-577a-44a6-bdaa-719da03db997	I went driving the other day. After putting the key in, I turned the ignition. It wasn't long before I was on the road! I went to a grocery store to see if there were any deals.	There were, and I bought food and then went home.	I did not food, so I drove straight home.	1	1	1	1	1	1	1	1	1	1	1	1
